phylum;class;order;family;genus;species;specificEpithet;sex;sampleSizeValue;inTextReference;publicationYear;fullReference;body_mass;body_mass___units;body_mass___minimum;body_mass___maximum;body_mass___method;body_mass___comments;body_mass___metadata_comment;original_body_mass;original_body_mass___units;metabolic_rate;metabolic_rate___units;metabolic_rate___minimum;metabolic_rate___maximum;metabolic_rate___method;metabolic_rate___comments;metabolic_rate___metadata_comment;original_metabolic_rate;original_metabolic_rate___units;original_respiratoryQuotient;original_temperature;mass_specific_metabolic_rate;mass_specific_metabolic_rate___units;brain_size;brain_size___units;brain_size___minimum;brain_size___maximum;brain_size___method;brain_size___comments;brain_size___metadata_comment;original_brain_size;original_brain_size___units
Chordata;Mammalia;Carnivora;Procyonidae;Nasua;Nasua_narica;narica;;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;;;;;;;;;;;;;;;;;;;;;;;0.0233;kg;;;brain_weighed;;;23.3;g
Chordata;Mammalia;Carnivora;Procyonidae;Nasua;Nasua_narica;narica;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;6.25;kg;;;;;;6.25;kg;;;;;;;;;;;;;;0.04417;kg;;;brain_weighed;;;44.17;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_latrans;latrans;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;8.51;kg;;;;;;8.51;kg;;;;;;;;;;;;;;0.08424;kg;;;brain_weighed;;;84.24;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_latrans;latrans;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;;;;;;;;;;;;;;;;;;;;;;;0.08;kg;;;brain_weighed;;;80;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;14.56;kg;;;;;;14.56;kg;;;;;;;;;;;;;;0.07999;kg;;;brain_weighed;;;79.99;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;female;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;12.47;kg;;;;;;12.47;kg;;;;;;;;;;;;;;0.08114;kg;;;brain_weighed;;;81.14;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;24.49;kg;;;;;;24.49;kg;;;;;;;;;;;;;;0.1059;kg;;;brain_weighed;;;105.9;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;male;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;31.75;kg;;;;;;31.75;kg;;;;;;;;;;;;;;0.1307;kg;;;brain_weighed;;;130.7;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;26.94;kg;;;;;;26.94;kg;;;;;;;;;;;;;;0.0793;kg;;;brain_weighed;;;79.3;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;female;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;14.75;kg;;;;;;14.75;kg;;;;;;;;;;;;;;0.06653;kg;;;brain_weighed;;;66.53;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;male;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;11.26;kg;;;;;;11.26;kg;;;;;;;;;;;;;;0.0876;kg;;;brain_weighed;;;87.6;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;female;4;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;23.71;kg;;;;;;23.71;kg;;;;;;;;;;;;;;0.08463;kg;;;brain_weighed;;;84.63;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;19.28;kg;;;;;;19.28;kg;;;;;;;;;;;;;;0.09;kg;;;brain_weighed;;;90;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_familiaris;familiaris;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;38.42;kg;;;;;;38.42;kg;;;;;;;;;;;;;;0.0952;kg;;;brain_weighed;;;95.2;g
Chordata;Mammalia;Carnivora;Canidae;Otocyon;Otocyon_megalotis;megalotis;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.335;kg;;;;;;3.335;kg;;;;;;;;;;;;;;0.02609;kg;;;brain_weighed;;;26.09;g
Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon_cinereoargenteus;cinereoargenteus;female;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;;;;;;;;;;;;;;;;;;;;;;;0.032;kg;;;brain_weighed;;;32;g
Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon_cinereoargenteus;cinereoargenteus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.749;kg;;;;;;3.749;kg;;;;;;;;;;;;;;0.03728;kg;;;brain_weighed;;;37.28;g
Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon_cinereoargenteus;cinereoargenteus;male;4;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;;;;;;;;;;;;;;;;;;;;;;;0.0352;kg;;;brain_weighed;;;35.2;g
Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes_fulva;fulva;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;4.625;kg;;;;;;4.625;kg;;;;;;;;;;;;;;0.0533;kg;;;brain_weighed;;;53.3;g
Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes_lagopus;lagopus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.385;kg;;;;;;3.385;kg;;;;;;;;;;;;;;0.0445;kg;;;brain_weighed;;;44.5;g
Chordata;Mammalia;Carnivora;Hyaenidae;Crocuta;Crocuta_crocuta;crocuta;;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;62.37;kg;;;;;;62.37;kg;;;;;;;;;;;;;;0.175;kg;;;brain_weighed;;;175;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_mesomelas;mesomelas;male;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.85;kg;;;;;;2.85;kg;;;;;;;;;;;;;;0.046;kg;;;brain_weighed;;;46;g
Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera_onca;onca;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;34.47;kg;;;;;;34.47;kg;;;;;;;;;;;;;;0.147;kg;;;brain_weighed;;;147;g
Chordata;Mammalia;Carnivora;Procyonidae;Potos;Potos_flavus;flavus;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.62;kg;;;;;;2.62;kg;;;;;;;;;;;;;;0.03105;kg;;;brain_weighed;;;31.05;g
Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera_pardus;pardus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;48;kg;;;;;;48;kg;;;;;;;;;;;;;;0.135;kg;;;brain_weighed;;;135;g
Chordata;Mammalia;Carnivora;Felidae;Puma;Puma_concolor;concolor;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;28.79;kg;;;;;;28.79;kg;;;;;;;;;;;;;;0.1067;kg;;;brain_weighed;;;106.7;g
Chordata;Mammalia;Carnivora;Herpestidae;Ichneumia;Ichneumia_albicauda;albicauda;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;4.4;kg;;;;;;4.4;kg;;;;;;;;;;;;;;0.0283;kg;;;brain_weighed;;;28.3;g
Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon_lotor;lotor;;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;5.175;kg;;;;;;5.175;kg;;;;;;;;;;;;;;0.04;kg;;;brain_weighed;;;40;g
Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon_lotor;lotor;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.226;kg;;;;;;2.226;kg;;;;;;;;;;;;;;0.03355;kg;;;brain_weighed;;;33.55;g
Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon_lotor;lotor;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;4.536;kg;;;;;;4.536;kg;;;;;;;;;;;;;;0.0405;kg;;;brain_weighed;;;40.5;g
Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon_lotor;lotor;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;5.216;kg;;;;;;5.216;kg;;;;;;;;;;;;;;0.0427;kg;;;brain_weighed;;;42.7;g
Chordata;Mammalia;Carnivora;Mephitidae;Mephitis;Mephitis_mephitis;mephitis;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;1.7;kg;;;;;;1.7;kg;;;;;;;;;;;;;;0.0103;kg;;;brain_weighed;;;10.3;g
Chordata;Mammalia;Carnivora;Mephitidae;Mephitis;Mephitis_mephitis;mephitis;female;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.26;kg;;;;;;2.26;kg;;;;;;;;;;;;;;0.01;kg;;;brain_weighed;;;10;g
Chordata;Mammalia;Carnivora;Mephitidae;Conepatus;Conepatus_mesoleucus;mesoleucus;male;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;;;;;;;;;;;;;;;;;;;;;;;0.0155;kg;;;brain_weighed;;;15.5;g
Chordata;Mammalia;Carnivora;Mephitidae;Conepatus;Conepatus_mesoleucus;mesoleucus;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;;;;;;;;;;;;;;;;;;;;;;;0.016;kg;;;brain_weighed;;;16;g
Chordata;Mammalia;Carnivora;Felidae;Leptailurus;Leptailurus_serval;serval;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;9.955;kg;;;;;;9.955;kg;;;;;;;;;;;;;;0.06674;kg;;;brain_weighed;;;66.74;g
Chordata;Mammalia;Carnivora;Felidae;Leptailurus;Leptailurus_serval;serval;female;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;5.819;kg;;;;;;5.819;kg;;;;;;;;;;;;;;0.05316;kg;;;brain_weighed;;;53.16;g
Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera_tigris;tigris;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;160;kg;;;;;;160;kg;;;;;;;;;;;;;;0.225;kg;;;brain_weighed;;;225;g
Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera_tigris;tigris;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;209;kg;;;;;;209;kg;;;;;;;;;;;;;;0.302;kg;;;brain_weighed;;;302;g
Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela_arctica;arctica;male;3;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.1693;kg;;;;;;0.1693;kg;;;;;;;;;;;;;;0.00564;kg;;;brain_weighed;;;5.64;g
Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela_arctica;arctica;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.121;kg;;;;;;0.121;kg;;;;;;;;;;;;;;0.00347;kg;;;brain_weighed;;;3.47;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus;lupus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;22.68;kg;;;;;;22.68;kg;;;;;;;;;;;;;;0.119;kg;;;brain_weighed;;;119;g
Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lubilus;lubilus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;29.94;kg;;;;;;29.94;kg;;;;;;;;;;;;;;0.152;kg;;;brain_weighed;;;152;g
Chordata;Mammalia;Chiroptera;Phyllostomidae;Desmodus;Desmodus_rotundus;rotundus;;5;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.028;kg;;;;;;0.028;kg;;;;;;;;;;;;;;0.000936;kg;;;brain_weighed;;;0.936;g
Chordata;Mammalia;Pilosa;Myrmecophagidae;Tamanduas;Tamanduas_tetradactyla;tetradactyla;;2;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.692;kg;;;;;;3.692;kg;;;;;;;;;;;;;;0.025;kg;;;brain_weighed;;;25;g
Chordata;Mammalia;Cingulata;Dasypodidae;Dasypus;Dasypus_novemcinctus;novemcinctus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.086;kg;;;;;;2.086;kg;;;;;;;;;;;;;;0.0095;kg;;;brain_weighed;;;9.5;g
Chordata;Mammalia;Cingulata;Dasypodidae;Dasypus;Dasypus_novemcinctus;novemcinctus;;10;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.401;kg;;;;;;3.401;kg;;;;;;;;;;;;;;0.0075;kg;;;brain_weighed;;;7.5;g
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.676;kg;;;;;;0.676;kg;;;;;;;;;;;;;;0.015;kg;;;brain_weighed;;;15;g
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;1.115;kg;;;;;;1.115;kg;;;;;;;;;;;;;;0.014;kg;;;brain_weighed;;;14;g
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;1.601;kg;;;;;;1.601;kg;;;;;;;;;;;;;;0.013;kg;;;brain_weighed;;;13;g
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;;4;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.005;kg;;;;;;2.005;kg;;;;;;;;;;;;;;;;;;;;;;
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;2.894;kg;;;;;;2.894;kg;;;;;;;;;;;;;;0.015;kg;;;brain_weighed;;;15;g
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;;10;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.121;kg;;;;;;3.121;kg;;;;;;;;;;;;;;0.0151;kg;;;brain_weighed;;;15.1;g
Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus_griseus;griseus;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;3.774;kg;;;;;;3.774;kg;;;;;;;;;;;;;;0.018;kg;;;brain_weighed;;;18;g
Chordata;Mammalia;Pilosa;Megalonychidae;Choloepus;Choloepus_hoffmanni;hoffmanni;;7;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;4.825;kg;;;;;;4.825;kg;;;;;;;;;;;;;;0.02307;kg;;;brain_weighed;;;23.07;g
Chordata;Mammalia;Pilosa;Megalonychidae;Choloepus;Choloepus_hoffmanni;hoffmanni;female;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;5.271;kg;;;;;;5.271;kg;;;;;;;;;;;;;;0.026;kg;;;brain_weighed;;;26;g
Chordata;Mammalia;Eulipotyphla;Talpidae;Scalopus;Scalopus_aquaticus;aquaticus;male;1;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.0396;kg;;;;;;0.0396;kg;;;;;;;;;;;;;;0.00116;kg;;;brain_weighed;;;1.16;g
Chordata;Mammalia;Eulipotyphla;Soricidae;Blarina;Blarina_brevicauda;brevicauda;female;39;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.0163;kg;;;;;;0.0163;kg;;;;;;;;;;;;;;0.0003443;kg;;;brain_weighed;;;0.3443;g
Chordata;Mammalia;Eulipotyphla;Soricidae;Blarina;Blarina_brevicauda;brevicauda;male;29;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;0.0188;kg;;;;;;0.0188;kg;;;;;;;;;;;;;;0.000352;kg;;;brain_weighed;;;0.352;g
Chordata;Mammalia;Didelphimorphia;Didelphidae;Didelphis;Didelphis_marsupialis;marsupialis;;4;Crile_&_Quiring,_1940;1940;Crile,_G.,_&_Quiring,_D._P._(1940)._A_record_of_the_body_weight_and_certain_organ_and_gland_weights_of_3690_animals._Ohio_Journal_of_Science;1.147;kg;;;;;;1.147;kg;;;;;;;;;;;;;;0.0048;kg;;;brain_weighed;;;4.8;g
